,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Day
0,4.872319513720858e-06,0.0,0.0043541364296081275,0.0,0.003933102454158691,0.0,2021-02-28
1,0.00019083251428740028,0.0001094870531559643,0.1649733913884857,3.068565420559444e-06,0.08463849997346744,0.329531914893617,2021-02-28
2,4.1414715866627295e-05,9.123921096330358e-06,0.031688437348814706,5.858170348340758e-06,0.03471358480342231,0.1265359477124183,2021-02-28
3,0.00012018388133844783,1.8247842192660717e-05,0.09990324141267537,8.089854290565807e-06,0.04823647820354427,0.08720720720720722,2021-02-28
4,0.0010930236775780458,0.0007846572142844109,0.950169327527818,6.695051826675151e-06,0.18321347406368832,0.41232293214462606,2021-02-28
5,0.9902588798699848,0.9883305049177934,0.0,0.9903178392166567,0.5154903281745539,0.5732453520054931,2021-02-28
6,1.4616958541162575e-05,0.0,0.01112723754233188,2.2316839422250504e-06,0.11799111719413183,0.0,2021-02-28
7,0.001147431245481262,0.0008485246619587233,0.9975810353168844,6.137130841118888e-06,0.9976332449440974,0.4247416843595188,2021-02-28
8,0.0001310112580356053,0.00022809802740825897,0.09941944847605225,1.3390103653350303e-05,0.03975264143414481,1.0,2021-02-28
9,5.413688348578731e-06,9.123921096330358e-06,0.003144654088050314,1.6737629566687878e-06,0.026267494925978373,0.968,2021-02-28
10,0.03045010216983336,0.018749657852958887,0.0,0.030807838901431264,0.4710880130237936,0.3536646724685091,2021-02-28
11,1.0827376697157462e-06,0.0,0.0009675858732462506,0.0,0.0,0.0,2021-02-28
12,0.05470098981170921,0.06506268133793179,0.0,0.05438418494857503,0.2893128531990347,0.6831622493616516,2021-02-28
13,0.0005722268584447719,0.00012773489534862503,0.4530720851475568,6.332403186063581e-05,0.4297365615496774,0.12821192052980132,2021-02-28
14,0.0,0.0,0.0,0.0,,,2021-02-28
15,0.055118114498967204,0.048721738654404115,0.0,0.055313681310511766,0.5116894375134342,0.5077097605893186,2021-02-28
16,4.872319513720858e-06,0.0,0.0043541364296081275,0.0,0.003933102454158691,0.0,2021-03-01
17,0.00019137388312225815,0.0001094870531559643,0.1649733913884857,3.626486406115707e-06,0.08489459280531564,0.3285997171145686,2021-03-01
18,4.1414715866627295e-05,9.123921096330358e-06,0.031688437348814706,5.858170348340758e-06,0.03471358480342231,0.1265359477124183,2021-03-01
19,0.00012099593459073464,1.8247842192660717e-05,0.10038703434929849,8.368814783343939e-06,0.048600469429602174,0.08662192393736018,2021-03-01
20,0.0010930236775780458,0.0007846572142844109,0.950169327527818,6.695051826675151e-06,0.18321347406368832,0.41232293214462606,2021-03-01
21,0.9915413826397632,0.9892337731063301,0.0,0.9916119369426545,0.5161652463138318,0.5730271219107366,2021-03-01
22,1.4616958541162575e-05,0.0,0.01112723754233188,2.2316839422250504e-06,0.11799111719413183,0.0,2021-03-01
23,0.001147431245481262,0.0008485246619587233,0.9978229317851959,5.858170348340758e-06,0.9976332449440974,0.4247416843595188,2021-03-01
24,0.00013155262687046318,0.00022809802740825897,0.09941944847605225,1.3948024638906566e-05,0.03994019046177773,0.9958847736625515,2021-03-01
25,5.413688348578731e-06,9.123921096330358e-06,0.003144654088050314,1.6737629566687878e-06,0.026267494925978373,0.968,2021-03-01
26,0.030487456619438552,0.01876790569515155,0.0,0.03084577752844909,0.47167282868882354,0.35357512585345063,2021-03-01
27,1.0827376697157462e-06,0.0,0.0009675858732462506,0.0,0.0,0.0,2021-03-01
28,0.05480547399683679,0.06506268133793179,0.0,0.05449186369878739,0.28987623066340845,0.6818598310860867,2021-03-01
29,0.0005722268584447719,0.00012773489534862503,0.4530720851475568,6.332403186063581e-05,0.4297365615496774,0.12821192052980132,2021-03-01
30,0.0,0.0,0.0,0.0,,,2021-03-01
31,0.05517035659153099,0.04874911041769311,0.0,0.05536668380413961,0.512179767613019,0.5075139585316312,2021-03-01
32,4.872319513720858e-06,0.0,0.0043541364296081275,0.0,0.003933102454158691,0.0,2021-03-02
33,0.00019299798962683177,0.0001094870531559643,0.1649733913884857,5.300249362784495e-06,0.08566287130086025,0.3258345021037867,2021-03-02
34,4.1414715866627295e-05,9.123921096330358e-06,0.031688437348814706,5.858170348340758e-06,0.03471358480342231,0.1265359477124183,2021-03-02
35,0.00012099593459073464,1.8247842192660717e-05,0.10038703434929849,8.368814783343939e-06,0.048600469429602174,0.08662192393736018,2021-03-02
36,0.0010932943619954747,0.0007846572142844109,0.9528301886792453,3.905446898893838e-06,0.18326024169551516,0.4122208467442436,2021-03-02
37,0.9930382674681452,0.9920348168829035,0.0,0.9930689475964346,0.5169529831880841,0.5737834499075947,2021-03-02
38,1.4616958541162575e-05,0.0,0.01112723754233188,2.2316839422250504e-06,0.11799111719413183,0.0,2021-03-02
39,0.0011485139831509778,0.0008485246619587233,0.998306724721819,6.41609133389702e-06,0.9985799469664582,0.4243412679707753,2021-03-02
40,0.00013371810220989466,0.00022809802740825897,0.09941944847605225,1.6179708581131614e-05,0.040690386572309445,0.9797570850202428,2021-03-02
41,5.413688348578731e-06,9.123921096330358e-06,0.003144654088050314,1.6737629566687878e-06,0.026267494925978373,0.968,2021-03-02
42,0.030527788597635466,0.018786153537344207,0.0,0.030886784720887475,0.4723042600952687,0.35345132115623334,2021-03-02
43,1.0827376697157462e-06,0.0,0.0009675858732462506,0.0,0.0,0.0,2021-03-02
44,0.05495218495108327,0.06536377073411069,0.0,0.05463385458961146,0.29066729435690725,0.6831864126258547,2021-03-02
45,0.0005724975428622008,0.00012773489534862503,0.45379777455249154,6.276611087507955e-05,0.4299425079947117,0.1281513002364066,2021-03-02
46,0.0,0.0,0.0,0.0,,,2021-03-02
47,0.05521637294249391,0.04875823433878944,0.0,0.055413828127419115,0.5126116645919275,0.507185912896837,2021-03-02
48,4.872319513720858e-06,0.0,0.0043541364296081275,0.0,0.003933102454158691,0.0,2021-03-03
49,0.00019299798962683177,0.0001094870531559643,0.1649733913884857,5.300249362784495e-06,0.08566287130086025,0.3258345021037867,2021-03-03
50,4.1414715866627295e-05,9.123921096330358e-06,0.031688437348814706,5.858170348340758e-06,0.03471358480342231,0.1265359477124183,2021-03-03
51,0.00012099593459073464,1.8247842192660717e-05,0.10038703434929849,8.368814783343939e-06,0.048600469429602174,0.08662192393736018,2021-03-03
52,0.0010935650464129036,0.0007846572142844109,0.954039671020803,2.789604927781313e-06,0.18330700932734195,0.4121188118811882,2021-03-03
53,0.9945021287976009,0.9944435320523347,0.0,0.9945039203712853,0.5177233414188176,0.5743299942188791,2021-03-03
54,1.4616958541162575e-05,0.0,0.012336719883889695,8.368814783343939e-07,0.11799111719413183,0.0,2021-03-03
55,0.0011485139831509778,0.0008485246619587233,0.998306724721819,6.41609133389702e-06,0.9985799469664582,0.4243412679707753,2021-03-03
56,0.00013831973730618657,0.00022809802740825897,0.10062893081761005,1.9527234494469193e-05,0.042284553307189304,0.9471624266144815,2021-03-03
57,5.413688348578731e-06,9.123921096330358e-06,0.003144654088050314,1.6737629566687878e-06,0.026267494925978373,0.968,2021-03-03
58,0.030588963275974403,0.01882264922172953,0.0,0.030948713950284222,0.4732620016916218,0.35342972939489936,2021-03-03
59,1.0827376697157462e-06,0.0,0.0009675858732462506,0.0,0.0,0.0,2021-03-03
60,0.05509916658974718,0.06725242240105107,0.0,0.054727585315184915,0.2914598175775158,0.7010516076736016,2021-03-03
61,0.0005770991779584927,0.00012773489534862503,0.46927914852443153,4.965496771450737e-05,0.43344359756029643,0.1271294559099437,2021-03-03
62,0.0,0.0,0.0,0.0,,,2021-03-03
63,0.05527267530131913,0.0488677213919454,0.0,0.05546850438400363,0.5131401032484747,0.5078070089521833,2021-03-03
64,4.872319513720858e-06,0.0,0.0043541364296081275,0.0,0.003933102454158691,0.0,2021-03-04
65,0.00019435141171397644,0.0001094870531559643,0.1656990807934204,5.858170348340758e-06,0.08630310338048072,0.32356545961002786,2021-03-04
66,4.1414715866627295e-05,9.123921096330358e-06,0.031688437348814706,5.858170348340758e-06,0.03471358480342231,0.1265359477124183,2021-03-04
67,0.00012126661900816358,1.8247842192660717e-05,0.10280599903241412,5.858170348340758e-06,0.048721799838288116,0.08642857142857142,2021-03-04
68,0.0010938357308303327,0.0007846572142844109,0.9550072568940493,1.952723449446919e-06,0.1833537769591688,0.4120168275179411,2021-03-04
69,0.9960296009651524,0.9962865641137935,0.0,0.9960217444124911,0.5185271749055094,0.574512014796975,2021-03-04
70,1.4616958541162575e-05,0.0,0.012336719883889695,8.368814783343939e-07,0.11799111719413183,0.0,2021-03-04
71,0.0011485139831509778,0.0008485246619587233,0.9985486211901305,6.137130841118888e-06,0.9985799469664582,0.4243412679707753,2021-03-04
72,0.00014779369191619937,0.00022809802740825897,0.10062893081761005,2.9290851741703787e-05,0.04556666129076556,0.8864468864468864,2021-03-04
73,5.413688348578731e-06,9.123921096330358e-06,0.003144654088050314,1.6737629566687878e-06,0.026267494925978373,0.968,2021-03-04
74,0.03063308483601532,0.01885002098501852,0.0,0.030993347629128722,0.4739527622235049,0.3534338909065203,2021-03-04
75,1.0827376697157462e-06,0.0,0.0009675858732462506,0.0,0.0,0.0,2021-03-04
76,0.055234508798461646,0.06749876827065199,0.0,0.05485953362826897,0.292189581132404,0.7018954693587514,2021-03-04
77,0.0005849490260639319,0.00012773489534862503,0.4779874213836478,4.7702244265060454e-05,0.43941604446629373,0.1254234150856085,2021-03-04
78,0.0,0.0,0.0,0.0,,,2021-03-04
79,0.055344948040772654,0.048958960602908705,0.0,0.05554019723064761,0.513818435562408,0.5080907548064932,2021-03-04
80,4.872319513720858e-06,0.0,0.0043541364296081275,0.0,0.003933102454158691,0.0,2021-03-05
81,0.00019543414938369218,0.0001094870531559643,0.1664247701983551,6.137130841118888e-06,0.08681528904417715,0.32177285318559556,2021-03-05
82,4.1414715866627295e-05,9.123921096330358e-06,0.031688437348814706,5.858170348340758e-06,0.03471358480342231,0.1265359477124183,2021-03-05
83,0.0001220786722604504,1.8247842192660717e-05,0.10304789550072568,6.41609133389702e-06,0.04908579106434602,0.08585365853658537,2021-03-05
84,0.0010938357308303327,0.0007846572142844109,0.9550072568940493,1.952723449446919e-06,0.1833537769591688,0.4120168275179411,2021-03-05
85,0.9973973693264208,0.9982117114651192,0.0,0.9973724711185229,0.5192469641325613,0.574832785304951,2021-03-05
86,1.4616958541162575e-05,0.0,0.012336719883889695,8.368814783343939e-07,0.11799111719413183,0.0,2021-03-05
87,0.0011487846675684067,0.0008485246619587233,0.9992743105950652,5.579209855562626e-06,0.9988166224720487,0.42424128180961357,2021-03-05
88,0.00016376407254450662,0.00022809802740825897,0.10087082728592162,4.54705603228354e-05,0.051099357605936854,0.7999999999999997,2021-03-05
89,5.413688348578731e-06,9.123921096330358e-06,0.003144654088050314,1.6737629566687878e-06,0.026267494925978373,0.968,2021-03-05
90,0.030678018449308526,0.018868268827211182,0.0,0.031039097149944336,0.4746562361394103,0.35325786385494323,2021-03-05
91,1.0827376697157462e-06,0.0,0.0009675858732462506,0.0,0.0,0.0,2021-03-05
92,0.05536930963834126,0.06759913140271162,0.0,0.054995387388251916,0.2929164256330727,0.7012277502652126,2021-03-05
93,0.0005879265546556502,0.00012773489534862503,0.4854862119013062,4.212303440949783e-05,0.44168145536167214,0.12478821362799264,2021-03-05
94,0.0,0.0,0.0,0.0,,,2021-03-05
95,0.05540693477236388,0.04906844765606467,0.0,0.05560073165758046,0.5144002261987027,0.5086572997479138,2021-03-05
96,4.872319513720858e-06,0.0,0.0043541364296081275,0.0,0.003933102454158691,0.0,2021-03-06
97,0.00019543414938369218,0.0001094870531559643,0.1664247701983551,6.137130841118888e-06,0.08681528904417715,0.32177285318559556,2021-03-06
98,4.1414715866627295e-05,9.123921096330358e-06,0.031688437348814706,5.858170348340758e-06,0.03471358480342231,0.1265359477124183,2021-03-06
99,0.0001220786722604504,1.8247842192660717e-05,0.10304789550072568,6.41609133389702e-06,0.04908579106434602,0.08585365853658537,2021-03-06
100,0.0010938357308303327,0.0007846572142844109,0.9550072568940493,1.952723449446919e-06,0.1833537769591688,0.4120168275179411,2021-03-06
101,0.998782732174822,0.9994434408131238,0.0,0.9987625312540362,0.5199760124729633,0.574743785777277,2021-03-06
102,1.4616958541162575e-05,0.0,0.012336719883889695,8.368814783343939e-07,0.11799111719413183,0.0,2021-03-06
103,0.0011495967208206936,0.0008485246619587233,0.9995162070633768,6.137130841118888e-06,0.9995266489888197,0.42394160583941604,2021-03-06
104,0.00018298266618196112,0.00022809802740825897,0.10087082728592162,6.527675531008272e-05,0.05775734808690577,0.7159763313609468,2021-03-06
105,5.413688348578731e-06,9.123921096330358e-06,0.003386550556361877,1.3948024638906565e-06,0.026267494925978373,0.968,2021-03-06
106,0.030724576169106302,0.018904764511596502,0.0,0.03108596251273106,0.4753851368233605,0.353404812038024,2021-03-06
107,1.0827376697157462e-06,0.0,0.0009675858732462506,0.0,0.0,0.0,2021-03-06
108,0.05551953949001432,0.06770861845586759,0.0,0.055146862935830446,0.2937264631789986,0.700462975603097,2021-03-06
109,0.0005892799767427949,0.00013685881644495538,0.4886308659893565,3.9612389974494645e-05,0.44271118758684397,0.1333945796968305,2021-03-06
110,0.0,0.0,0.0,0.0,,,2021-03-06
111,0.05545944754934509,0.04913231510373898,0.0,0.055652897269729974,0.5148930968687515,0.508837109416944,2021-03-06
112,4.872319513720858e-06,0.0,0.0043541364296081275,0.0,0.003933102454158691,0.0,2021-03-07
113,0.00019543414938369218,0.0001094870531559643,0.1664247701983551,6.137130841118888e-06,0.08681528904417715,0.32177285318559556,2021-03-07
114,4.1414715866627295e-05,9.123921096330358e-06,0.031688437348814706,5.858170348340758e-06,0.03471358480342231,0.1265359477124183,2021-03-07
115,0.0001220786722604504,1.8247842192660717e-05,0.10304789550072568,6.41609133389702e-06,0.04908579106434602,0.08585365853658537,2021-03-07
116,0.0010938357308303327,0.0007846572142844109,0.9550072568940493,1.952723449446919e-06,0.1833537769591688,0.4120168275179411,2021-03-07
117,1.0,0.9999999999999999,0.0,1.0,0.5206166006688968,0.5743638361287364,2021-03-07
118,1.4616958541162575e-05,0.0,0.012336719883889695,8.368814783343939e-07,0.11799111719413183,0.0,2021-03-07
119,0.0011501380896555514,0.0008485246619587233,1.0,6.137130841118888e-06,1.0,0.42374205695457756,2021-03-07
120,0.00020490810399370496,0.00022809802740825897,0.10087082728592162,8.787255522511136e-05,0.06535308370603932,0.6393659180977542,2021-03-07
121,5.413688348578731e-06,9.123921096330358e-06,0.003386550556361877,1.3948024638906565e-06,0.026267494925978373,0.968,2021-03-07
122,0.030761930618711495,0.018932136274885495,0.0,0.03112362217925611,0.4759699524883904,0.3534867350081394,2021-03-07
123,1.0827376697157462e-06,0.0,0.0009675858732462506,0.0,0.0,0.0,2021-03-07
124,0.055625106412811605,0.06770861845586759,0.0,0.05525565752801392,0.2942956787518114,0.6991336168721837,2021-03-07
125,0.0005892799767427949,0.00013685881644495538,0.4886308659893565,3.9612389974494645e-05,0.44271118758684397,0.1333945796968305,2021-03-07
126,0.0,0.0,0.0,0.0,,,2021-03-07
127,0.05550059158079429,0.04929654568347293,0.0,0.055690277975762245,0.5152792635793053,0.5101594826324876,2021-03-07
